
Calibration,Robot_ZAxis,,,,,,"Return a command list defining the current half step",Device: Robot_ZAxis _HalfStepCmd;,,S
Calibration,Robot_ZAxis,,,,,,"Tell stepper card to home.",Device: Robot_ZAxis _Home;,,S
Calibration,Robot_ZAxis,,,,,,"Return a command list defining a step increment",Device: Robot_ZAxis _IncrementCmd increment;,,S
Calibration,Robot_ZAxis,,,,,,"Check whether axis is at home",Device: Robot_ZAxis _IsAtHome;,,S
Calibration,Robot_ZAxis,,,,,,"Tell stepper card to move using the specified move command, which dicates an absolute (M) or relative (R) movement and the steps to move to (or by, for a relative move). Loss of position checking happens here.",Device: Robot_ZAxis _Move moveCmd;,,S
Calibration,Robot_ZAxis,,,,,,"Return a command list defining the step to move to",Device: Robot_ZAxis _MoveCmd step;,,S
Calibration,Robot_ZAxis,,,,,,"Tell stepper card to move using the specified move command, which dicates an absolute (M) or relative (R) movement and the steps to move to (or by, for a relative move), in a non-blocking fashion. Loss of position checking happens here.",Device: Robot_ZAxis _MoveNonBlocking moveCmd;,,S
Calibration,Robot_ZAxis,,,,,,"Returns a profile tuple from the given profile string for speed or power. profileString should be of the form '%d, %d, %d' ",Device: Robot_ZAxis _ParseProfile profileString;,,S
Calibration,Robot_ZAxis,,,,,,"Return a command list defining the current power setting",Device: Robot_ZAxis _PowerCmd powerProfile;,,S
Calibration,Robot_ZAxis,,,,,,"Pass command string to stepper card. Handle exceptions",Device: Robot_ZAxis _ProcessCmdList cmds bNonBlocking;,,S
Calibration,Robot_ZAxis,,,,,,"Sets the velocity profile (from a tuple) for subsequent moves.",Device: Robot_ZAxis _SetStepSpeedProfile profile;,,S
Calibration,Robot_ZAxis,,,,,,"Return a command list defining a speed profile setting",Device: Robot_ZAxis _SpeedCmd profile;,,S
Calibration,Robot_ZAxis,,,,,,"Validate step setting. (NB: Do not call this directly.) step: the step setting to validate. takingAction: If set True, throw an AxisError exception if validation fails. Otherwise, return result",Device: Robot_ZAxis _Validate step takingAction;,,S
Calibration,Robot_ZAxis,,,,,,"Return a command list defining the absolute step for the current position.",Device: Robot_ZAxis _ZeroCmd zeroOffset;,,S
Calibration,Robot_ZAxis,,,,,,"Refer to stepper card being controlled",Device: Robot_ZAxis __init__ name card configData moreSettings;,,S
Calibration,Robot_ZAxis,,,,,,"Simple string representation of the device.",Device: Robot_ZAxis __str__;,,S
Calibration,Robot_ZAxis,,,,,,"Executes the formatted function call string functionWithArgs on self.",Device: Robot_ZAxis execute functionWithArgs;,,S
Calibration,Robot_ZAxis,,,,,,"Return the device's identifying name.",Device: Robot_ZAxis getName;,,S

Calibration,Robot_ThetaAxis,,,,,,"Move to maximum limit ",Device: Robot_ThetaAxis End;,,S
Calibration,Robot_ThetaAxis,,,,,,"Return the firmware version for the card attached to this axis.",Device: Robot_ThetaAxis GetFirmwareVersion;,,S
Calibration,Robot_ThetaAxis,,,,,,"Return our internal tracking of the axis position.",Device: Robot_ThetaAxis GetPositionTracking;,,S
Calibration,Robot_ThetaAxis,,,,,,"Obtain the current half step setting.",Device: Robot_ThetaAxis HalfStep;,,S
Calibration,Robot_ThetaAxis,,,,,,"Homing (override)",Device: Robot_ThetaAxis Home;,,S
Calibration,Robot_ThetaAxis,,,,,,"Obtain the home step value. By default, this is 0, but it may be reconfigured if home optos are not at start of travel.",Device: Robot_ThetaAxis HomeStep;,,S
Calibration,Robot_ThetaAxis,,,,,,"Obtain home theta for rotor",Device: Robot_ThetaAxis HomeTheta;,,S
Calibration,Robot_ThetaAxis,,,,,,"Obtain the current power settings.",Device: Robot_ThetaAxis HomingPower;,,S
Calibration,Robot_ThetaAxis,,,,,,"Obtain the current homing step speed profile.",Device: Robot_ThetaAxis HomingStepSpeedProfile;,,S
Calibration,Robot_ThetaAxis,,,,,,"Obtain the current power settings used when axis is stationary.",Device: Robot_ThetaAxis IdlePower;,,S
Calibration,Robot_ThetaAxis,,,,,,"Move motor by given step increment",Device: Robot_ThetaAxis IncrementStep stepInc bNonBlocking;,,S
Calibration,Robot_ThetaAxis,,,,,,"Move carousel to relative theta value. thetaInc: the change in setting (in degrees)",Device: Robot_ThetaAxis IncrementTheta thetaInc;,,S
Calibration,Robot_ThetaAxis,,,,,,"Determine whether motor needs homing",Device: Robot_ThetaAxis IsHomed;,,S
Calibration,Robot_ThetaAxis,,,,,,"Check whether a step setting is valid. step: the step setting to validate.",Device: Robot_ThetaAxis IsValid step;,,S
Calibration,Robot_ThetaAxis,,,,,,"Return the maximum permitted step count",Device: Robot_ThetaAxis MaxStep;,,S
Calibration,Robot_ThetaAxis,,,,,,"Return the maximum permitted value of theta",Device: Robot_ThetaAxis MaxTheta;,,S
Calibration,Robot_ThetaAxis,,,,,,"Return the minimum permitted value of theta",Device: Robot_ThetaAxis MinTheta;,,S
Calibration,Robot_ThetaAxis,,,,,,"Obtain the current power settings.",Device: Robot_ThetaAxis Power;,,S
Calibration,Robot_ThetaAxis,,,,,,"Resets the velocity profile back to the default.",Device: Robot_ThetaAxis ResetHalfStep;,,S
Calibration,Robot_ThetaAxis,,,,,,"Reset the home step value to the configured setting.",Device: Robot_ThetaAxis ResetHomeStep;,,S
Calibration,Robot_ThetaAxis,,,,,,"Resets the power back to the default.",Device: Robot_ThetaAxis ResetHomingPower;,,S
Calibration,Robot_ThetaAxis,,,,,,"Resets the homing velocity profile back to the default.",Device: Robot_ThetaAxis ResetHomingStepSpeedProfile;,,S
Calibration,Robot_ThetaAxis,,,,,,"Resets the idle power back to the default.",Device: Robot_ThetaAxis ResetIdlePower;,,S
Calibration,Robot_ThetaAxis,,,,,,"Resets the power back to the default.",Device: Robot_ThetaAxis ResetPower;,,S
Calibration,Robot_ThetaAxis,,,,,,"Resets the velocity profile back to the default.",Device: Robot_ThetaAxis ResetStepSpeedProfile;,,S
Calibration,Robot_ThetaAxis,,,,,,"Set the current half step setting.",Device: Robot_ThetaAxis SetHalfStep newSetting;,,S
Calibration,Robot_ThetaAxis,,,,,,"Override the home step value.",Device: Robot_ThetaAxis SetHomeStep homeStep;,,S
Calibration,Robot_ThetaAxis,,,,,,"Set the current power settings.",Device: Robot_ThetaAxis SetHomingPower newMax newHold newDecay;,,S
Calibration,Robot_ThetaAxis,,,,,,"Sets the velocity profile for subsequent moves.",Device: Robot_ThetaAxis SetHomingStepSpeedProfile newBeginSpeed newEndSpeed newSlope;,,S
Calibration,Robot_ThetaAxis,,,,,,"Set the power settings to use when axis is stationary.",Device: Robot_ThetaAxis SetIdlePower newMax newHold newDecay;,,S
Calibration,Robot_ThetaAxis,,,,,,"Set the internal tracking position.",Device: Robot_ThetaAxis SetPositionTracking newPosition;,,S
Calibration,Robot_ThetaAxis,,,,,,"Set the current power settings.",Device: Robot_ThetaAxis SetPower newMax newHold newDecay;,,S
Calibration,Robot_ThetaAxis,,,,,,"Set the current power settings.",Device: Robot_ThetaAxis SetPowerFromString profile;,,S
Calibration,Robot_ThetaAxis,,,,,,"Move motor to a given step.",Device: Robot_ThetaAxis SetStep step bNonBlocking;,,S
Calibration,Robot_ThetaAxis,,,,,,"Sets the velocity profile for subsequent moves.",Device: Robot_ThetaAxis SetStepSpeedProfile newBeginSpeed newEndSpeed newSlope;,,S
Calibration,Robot_ThetaAxis,,,,,,"Sets the velocity profile for subsequent moves using a string as input.",Device: Robot_ThetaAxis SetStepSpeedProfileFromString profile;,,S
Calibration,Robot_ThetaAxis,,,,,,"Move carousel to absolute theta value. theta: the new setting (in degrees)",Device: Robot_ThetaAxis SetTheta theta bNonBlocking;,,S
Calibration,Robot_ThetaAxis,,,,,,"Obtain the current step value",Device: Robot_ThetaAxis Step;,,S
Calibration,Robot_ThetaAxis,,,,,,"Obtain the current step speed profile.",Device: Robot_ThetaAxis StepSpeedProfile;,,S
Calibration,Robot_ThetaAxis,,,,,,"Obtain setting for the number of steps per degree",Device: Robot_ThetaAxis StepsPerDegree;,,S
Calibration,Robot_ThetaAxis,,,,,,"Obtain the current theta value",Device: Robot_ThetaAxis Theta;,,S
Calibration,Robot_ThetaAxis,,,,,,"Override this to validate configuration settings as they are read in. Throw a HardwareSettingsError if a problem is encountered",Device: Robot_ThetaAxis ValidateSettings;,,S
Calibration,Robot_ThetaAxis,,,,,,"Wait for an action to complete.",Device: Robot_ThetaAxis WaitForCompletion;,,S
Calibration,Robot_ThetaAxis,,,,,,"Put settings back to normal mode",Device: Robot_ThetaAxis _CompleteHoming;,,S
Calibration,Robot_ThetaAxis,,,,,,"Return a command list defining the current half step",Device: Robot_ThetaAxis _HalfStepCmd;,,S
Calibration,Robot_ThetaAxis,,,,,,"Tell stepper card to home.",Device: Robot_ThetaAxis _Home;,,S
Calibration,Robot_ThetaAxis,,,,,,"Return a command list defining a step increment",Device: Robot_ThetaAxis _IncrementCmd increment;,,S
Calibration,Robot_ThetaAxis,,,,,,"Check whether axis is at home",Device: Robot_ThetaAxis _IsAtHome;,,S
Calibration,Robot_ThetaAxis,,,,,,"Tell stepper card to move using the specified move command, which dicates an absolute (M) or relative (R) movement and the steps to move to (or by, for a relative move). Loss of position checking happens here.",Device: Robot_ThetaAxis _Move moveCmd;,,S
Calibration,Robot_ThetaAxis,,,,,,"Return a command list defining the step to move to",Device: Robot_ThetaAxis _MoveCmd step;,,S
Calibration,Robot_ThetaAxis,,,,,,"Tell stepper card to move using the specified move command, which dicates an absolute (M) or relative (R) movement and the steps to move to (or by, for a relative move), in a non-blocking fashion. Loss of position checking happens here.",Device: Robot_ThetaAxis _MoveNonBlocking moveCmd;,,S
Calibration,Robot_ThetaAxis,,,,,,"Returns a profile tuple from the given profile string for speed or power. profileString should be of the form '%d, %d, %d' ",Device: Robot_ThetaAxis _ParseProfile profileString;,,S
Calibration,Robot_ThetaAxis,,,,,,"Return a command list defining the current power setting",Device: Robot_ThetaAxis _PowerCmd powerProfile;,,S
Calibration,Robot_ThetaAxis,,,,,,"Pass command string to stepper card. Handle exceptions",Device: Robot_ThetaAxis _ProcessCmdList cmds bNonBlocking;,,S
Calibration,Robot_ThetaAxis,,,,,,"Sets the velocity profile (from a tuple) for subsequent moves.",Device: Robot_ThetaAxis _SetStepSpeedProfile profile;,,S
Calibration,Robot_ThetaAxis,,,,,,"Return a command list defining a speed profile setting",Device: Robot_ThetaAxis _SpeedCmd profile;,,S
Calibration,Robot_ThetaAxis,,,,,,"Check that theta is withing the valid range. Throw an exception if not",Device: Robot_ThetaAxis _ThetaAxis__ValidateTheta theta;,,S
Calibration,Robot_ThetaAxis,,,,,,"Validate step setting. (NB: Do not call this directly.) step: the step setting to validate. takingAction: If set True, throw an AxisError exception if validation fails. Otherwise, return result",Device: Robot_ThetaAxis _Validate step takingAction;,,S
Calibration,Robot_ThetaAxis,,,,,,"Return a command list defining the absolute step for the current position.",Device: Robot_ThetaAxis _ZeroCmd zeroOffset;,,S
Calibration,Robot_ThetaAxis,,,,,,"Refer to stepper card being controlled",Device: Robot_ThetaAxis __init__ name card configData moreSettings;,,S
Calibration,Robot_ThetaAxis,,,,,,"Simple string representation of the device.",Device: Robot_ThetaAxis __str__;,,S
Calibration,Robot_ThetaAxis,,,,,,"Executes the formatted function call string functionWithArgs on self.",Device: Robot_ThetaAxis execute functionWithArgs;,,S
Calibration,Robot_ThetaAxis,,,,,,"Return the device's identifying name.",Device: Robot_ThetaAxis getName;,,S

Calibration,Carousel,,,,,,"Move to maximum limit ",Device: Carousel End;,,S
Calibration,Carousel,,,,,,"Return the firmware version for the card attached to this axis.",Device: Carousel GetFirmwareVersion;,,S
Calibration,Carousel,,,,,,"Return our internal tracking of the axis position.",Device: Carousel GetPositionTracking;,,S
Calibration,Carousel,,,,,,"Obtain the current half step setting.",Device: Carousel HalfStep;,,S
Calibration,Carousel,,,,,,"Homing (override)",Device: Carousel Home;,,S
Calibration,Carousel,,,,,,"Obtain the home step value. By default, this is 0, but it may be reconfigured if home optos are not at start of travel.",Device: Carousel HomeStep;,,S
Calibration,Carousel,,,,,,"Obtain home theta for rotor",Device: Carousel HomeTheta;,,S
Calibration,Carousel,,,,,,"Obtain the current power settings.",Device: Carousel HomingPower;,,S
Calibration,Carousel,,,,,,"Obtain the current homing step speed profile.",Device: Carousel HomingStepSpeedProfile;,,S
Calibration,Carousel,,,,,,"Obtain the current power settings used when axis is stationary.",Device: Carousel IdlePower;,,S
Calibration,Carousel,,,,,,"Move motor by given step increment",Device: Carousel IncrementStep stepInc bNonBlocking;,,S
Calibration,Carousel,,,,,,"Move carousel to relative theta value. thetaInc: the change in setting (in degrees)",Device: Carousel IncrementTheta thetaInc;,,S
Calibration,Carousel,,,,,,"Determine whether motor needs homing",Device: Carousel IsHomed;,,S
Calibration,Carousel,,,,,,"Check whether a step setting is valid. step: the step setting to validate.",Device: Carousel IsValid step;,,S
Calibration,Carousel,,,,,,"Return the maximum permitted step count",Device: Carousel MaxStep;,,S
Calibration,Carousel,,,,,,"Return the maximum permitted value of theta",Device: Carousel MaxTheta;,,S
Calibration,Carousel,,,,,,"Return the minimum permitted value of theta",Device: Carousel MinTheta;,,S
Calibration,Carousel,,,,,,"Obtain the current power settings.",Device: Carousel Power;,,S
Calibration,Carousel,,,,,,"Resets the velocity profile back to the default.",Device: Carousel ResetHalfStep;,,S
Calibration,Carousel,,,,,,"Reset the home step value to the configured setting.",Device: Carousel ResetHomeStep;,,S
Calibration,Carousel,,,,,,"Resets the power back to the default.",Device: Carousel ResetHomingPower;,,S
Calibration,Carousel,,,,,,"Resets the homing velocity profile back to the default.",Device: Carousel ResetHomingStepSpeedProfile;,,S
Calibration,Carousel,,,,,,"Resets the idle power back to the default.",Device: Carousel ResetIdlePower;,,S
Calibration,Carousel,,,,,,"Resets the power back to the default.",Device: Carousel ResetPower;,,S
Calibration,Carousel,,,,,,"Resets the velocity profile back to the default.",Device: Carousel ResetStepSpeedProfile;,,S
Calibration,Carousel,,,,,,"Set the current half step setting.",Device: Carousel SetHalfStep newSetting;,,S
Calibration,Carousel,,,,,,"Override the home step value.",Device: Carousel SetHomeStep homeStep;,,S
Calibration,Carousel,,,,,,"Set the current power settings.",Device: Carousel SetHomingPower newMax newHold newDecay;,,S
Calibration,Carousel,,,,,,"Sets the velocity profile for subsequent moves.",Device: Carousel SetHomingStepSpeedProfile newBeginSpeed newEndSpeed newSlope;,,S
Calibration,Carousel,,,,,,"Set the power settings to use when axis is stationary.",Device: Carousel SetIdlePower newMax newHold newDecay;,,S
Calibration,Carousel,,,,,,"Set the internal tracking position.",Device: Carousel SetPositionTracking newPosition;,,S
Calibration,Carousel,,,,,,"Set the current power settings.",Device: Carousel SetPower newMax newHold newDecay;,,S
Calibration,Carousel,,,,,,"Set the current power settings.",Device: Carousel SetPowerFromString profile;,,S
Calibration,Carousel,,,,,,"Move motor to a given step.",Device: Carousel SetStep step bNonBlocking;,,S
Calibration,Carousel,,,,,,"Sets the velocity profile for subsequent moves.",Device: Carousel SetStepSpeedProfile newBeginSpeed newEndSpeed newSlope;,,S
Calibration,Carousel,,,,,,"Sets the velocity profile for subsequent moves using a string as input.",Device: Carousel SetStepSpeedProfileFromString profile;,,S
Calibration,Carousel,,,,,,"Move carousel to absolute theta value. theta: the new setting (in degrees)",Device: Carousel SetTheta theta bNonBlocking;,,S
Calibration,Carousel,,,,,,"Obtain the current step value",Device: Carousel Step;,,S
Calibration,Carousel,,,,,,"Obtain the current step speed profile.",Device: Carousel StepSpeedProfile;,,S
Calibration,Carousel,,,,,,"Obtain setting for the number of steps per degree",Device: Carousel StepsPerDegree;,,S
Calibration,Carousel,,,,,,"Obtain the current theta value",Device: Carousel Theta;,,S
Calibration,Carousel,,,,,,"Override this to validate configuration settings as they are read in. Throw a HardwareSettingsError if a problem is encountered",Device: Carousel ValidateSettings;,,S
Calibration,Carousel,,,,,,"Wait for an action to complete.",Device: Carousel WaitForCompletion;,,S
Calibration,Carousel,,,,,,"Put settings back to normal mode",Device: Carousel _CompleteHoming;,,S
Calibration,Carousel,,,,,,"Return a command list defining the current half step",Device: Carousel _HalfStepCmd;,,S
Calibration,Carousel,,,,,,"Tell stepper card to home.",Device: Carousel _Home;,,S
Calibration,Carousel,,,,,,"Return a command list defining a step increment",Device: Carousel _IncrementCmd increment;,,S
Calibration,Carousel,,,,,,"Check whether axis is at home",Device: Carousel _IsAtHome;,,S
Calibration,Carousel,,,,,,"Tell stepper card to move using the specified move command, which dicates an absolute (M) or relative (R) movement and the steps to move to (or by, for a relative move). Loss of position checking happens here.",Device: Carousel _Move moveCmd;,,S
Calibration,Carousel,,,,,,"Return a command list defining the step to move to",Device: Carousel _MoveCmd step;,,S
Calibration,Carousel,,,,,,"Tell stepper card to move using the specified move command, which dicates an absolute (M) or relative (R) movement and the steps to move to (or by, for a relative move), in a non-blocking fashion. Loss of position checking happens here.",Device: Carousel _MoveNonBlocking moveCmd;,,S
Calibration,Carousel,,,,,,"Returns a profile tuple from the given profile string for speed or power. profileString should be of the form '%d, %d, %d' ",Device: Carousel _ParseProfile profileString;,,S
Calibration,Carousel,,,,,,"Return a command list defining the current power setting",Device: Carousel _PowerCmd powerProfile;,,S
Calibration,Carousel,,,,,,"Pass command string to stepper card. Handle exceptions",Device: Carousel _ProcessCmdList cmds bNonBlocking;,,S
Calibration,Carousel,,,,,,"Sets the velocity profile (from a tuple) for subsequent moves.",Device: Carousel _SetStepSpeedProfile profile;,,S
Calibration,Carousel,,,,,,"Return a command list defining a speed profile setting",Device: Carousel _SpeedCmd profile;,,S
Calibration,Carousel,,,,,,"Check that theta is withing the valid range. Throw an exception if not",Device: Carousel _ThetaAxis__ValidateTheta theta;,,S
Calibration,Carousel,,,,,,"Validate step setting. (NB: Do not call this directly.) step: the step setting to validate. takingAction: If set True, throw an AxisError exception if validation fails. Otherwise, return result",Device: Carousel _Validate step takingAction;,,S
Calibration,Carousel,,,,,,"Return a command list defining the absolute step for the current position.",Device: Carousel _ZeroCmd zeroOffset;,,S
Calibration,Carousel,,,,,,"Refer to stepper card being controlled",Device: Carousel __init__ name card configData moreSettings;,,S
Calibration,Carousel,,,,,,"Simple string representation of the device.",Device: Carousel __str__;,,S
Calibration,Carousel,,,,,,"Executes the formatted function call string functionWithArgs on self.",Device: Carousel execute functionWithArgs;,,S
Calibration,Carousel,,,,,,"Return the device's identifying name.",Device: Carousel getName;,,S

Calibration,TipStripper,,,,,,"Disengage Tip Stripper",Device: TipStripper Disengage;,,S
Calibration,TipStripper,,,,,,"Engage Tip Stripper",Device: TipStripper Engage;,,S
Calibration,TipStripper,,,,,,"Determine current engagement state of Tip Stripper",Device: TipStripper IsEngaged;,,S
Calibration,TipStripper,,,,,,"The port being used to communicate with Tip Stripper. Returns (Engage,Disengage) ports",Device: TipStripper PortsUsed;,,S
Calibration,TipStripper,,,,,,"Traverse Tip Stripper betwen engaged and diengaged positions",Device: TipStripper _TipStripper__Traverse onPort offPort;,,S
Calibration,TipStripper,,,,,,"Refer to stepper card being controlled",Device: TipStripper __init__ name card configData moreSettings;,,S
Calibration,TipStripper,,,,,,"Simple string representation of the device.",Device: TipStripper __str__;,,S
Calibration,TipStripper,,,,,,"Executes the formatted function call string functionWithArgs on self.",Device: TipStripper execute functionWithArgs;,,S
Calibration,TipStripper,,,,,,"Return the device's identifying name.",Device: TipStripper getName;,,S

Calibration,Pump,,,,,,"The number of steps used in offsetting backlash.",Device: Pump BacklashSteps;,,S
Calibration,Pump,,,,,,"Returns the ul conversion for dual piston mode.",Device: Pump DualPistonModeUlPerStep;,,S
Calibration,Pump,,,,,,"Move to maximum limit",Device: Pump End;,,S
Calibration,Pump,,,,,,"Returns the estimated volume displaced (in ul) by a full stroke (ie across both pistons). NB: the point at which the piston modes actually switch is not known. It is assumed to be in the middle of the mid-range",Device: Pump FullStrokeVolume;,,S
Calibration,Pump,,,,,,"Return the firmware version for the card attached to this axis.",Device: Pump GetFirmwareVersion;,,S
Calibration,Pump,,,,,,"Return our internal tracking of the axis position.",Device: Pump GetPositionTracking;,,S
Calibration,Pump,,,,,,"Obtain the current half step setting.",Device: Pump HalfStep;,,S
Calibration,Pump,,,,,,"Homing (override)",Device: Pump Home;,,S
Calibration,Pump,,,,,,"Obtain the home step value. By default, this is 0, but it may be reconfigured if home optos are not at start of travel.",Device: Pump HomeStep;,,S
Calibration,Pump,,,,,,"Obtain the current power settings.",Device: Pump HomingPower;,,S
Calibration,Pump,,,,,,"Obtain the current homing step speed profile.",Device: Pump HomingStepSpeedProfile;,,S
Calibration,Pump,,,,,,"Obtain the current power settings used when axis is stationary.",Device: Pump IdlePower;,,S
Calibration,Pump,,,,,,"Move motor by given step increment",Device: Pump IncrementStep stepInc bNonBlocking;,,S
Calibration,Pump,,,,,,"Aspirate/Dispense a given volume (in ul).",Device: Pump IncrementVolume volumeInc;,,S
Calibration,Pump,,,,,,"Determine whether motor needs homing",Device: Pump IsHomed;,,S
Calibration,Pump,,,,,,"Indicates whether piston is currently in dual piston range ",Device: Pump IsUsingDualPistonMode;,,S
Calibration,Pump,,,,,,"Indicates whether piston is currently in single piston range ",Device: Pump IsUsingSinglePistonMode;,,S
Calibration,Pump,,,,,,"Check whether a step setting is valid. step: the step setting to validate.",Device: Pump IsValid step;,,S
Calibration,Pump,,,,,,"Returns the maximum volume (in ul) available when in dual piston mode.",Device: Pump MaxDualPistonModeVolume;,,S
Calibration,Pump,,,,,,"Returns the maximum volume (in ul) available when in Single piston mode.",Device: Pump MaxSinglePistonModeVolume;,,S
Calibration,Pump,,,,,,"Return the maximum permitted step count",Device: Pump MaxStep;,,S
Calibration,Pump,,,,,,"Returns the maximum volume (in ul) available in current piston mode. NB: the backlash volume is *not* taken into account.",Device: Pump MaxVolume;,,S
Calibration,Pump,,,,,,"Aspirate/Dispense a given volume (in ul).",Device: Pump ParkValve;,,S
Calibration,Pump,,,,,,"Obtain the current power settings.",Device: Pump Power;,,S
Calibration,Pump,,,,,,"Resets the velocity profile back to the default.",Device: Pump ResetHalfStep;,,S
Calibration,Pump,,,,,,"Reset the home step value to the configured setting.",Device: Pump ResetHomeStep;,,S
Calibration,Pump,,,,,,"Resets the power back to the default.",Device: Pump ResetHomingPower;,,S
Calibration,Pump,,,,,,"Resets the homing velocity profile back to the default.",Device: Pump ResetHomingStepSpeedProfile;,,S
Calibration,Pump,,,,,,"Resets the idle power back to the default.",Device: Pump ResetIdlePower;,,S
